state,date,year,month,unemployment_rate,disaster_count_month,disaster_exposure_12m
Oklahoma,2019-08-01,2019,8,3.2,1,81.0
Oklahoma,2019-09-01,2019,9,2.9,0,81.0
Oklahoma,2019-10-01,2019,10,3.1,0,81.0
Oklahoma,2019-11-01,2019,11,3.0,2,83.0
Oklahoma,2019-12-01,2019,12,2.8,0,83.0
Oklahoma,2020-01-01,2020,1,3.3,0,83.0
Oklahoma,2020-02-01,2020,2,3.2,0,83.0
Oklahoma,2020-03-01,2020,3,3.6,128,211.0
Oklahoma,2020-04-01,2020,4,12.1,112,323.0
Oklahoma,2020-05-01,2020,5,10.0,0,313.0
Oklahoma,2020-06-01,2020,6,8.5,0,262.0
Oklahoma,2020-07-01,2020,7,7.6,0,243.0
Oklahoma,2020-08-01,2020,8,6.1,0,242.0
Oklahoma,2020-09-01,2020,9,5.8,0,242.0
Oklahoma,2020-10-01,2020,10,5.2,0,242.0
Oklahoma,2020-11-01,2020,11,5.1,0,240.0
Oklahoma,2020-12-01,2020,12,5.1,29,269.0
Oklahoma,2021-01-01,2021,1,5.3,0,269.0
Oklahoma,2021-02-01,2021,2,5.2,154,423.0
Oklahoma,2021-03-01,2021,3,4.4,0,295.0
Oklahoma,2021-04-01,2021,4,4.6,0,183.0
Oklahoma,2021-05-01,2021,5,4.4,0,183.0
Oklahoma,2021-06-01,2021,6,4.9,0,183.0
Oklahoma,2021-07-01,2021,7,4.2,0,183.0
Oklahoma,2021-08-01,2021,8,3.7,0,183.0
Oklahoma,2021-09-01,2021,9,3.1,0,183.0
Oklahoma,2021-10-01,2021,10,3.0,0,183.0
Oklahoma,2021-11-01,2021,11,2.7,0,183.0
Oklahoma,2021-12-01,2021,12,2.5,1,155.0
Oklahoma,2022-01-01,2022,1,3.3,0,155.0
Oklahoma,2022-02-01,2022,2,3.2,0,1.0
Oklahoma,2022-03-01,2022,3,2.9,0,1.0
Oklahoma,2022-04-01,2022,4,2.6,0,1.0
Oklahoma,2022-05-01,2022,5,3.0,0,1.0
Oklahoma,2022-06-01,2022,6,3.4,7,8.0
Oklahoma,2022-07-01,2022,7,3.2,0,8.0
Oklahoma,2022-08-01,2022,8,3.3,0,8.0
Oklahoma,2022-09-01,2022,9,3.0,1,9.0
Oklahoma,2022-10-01,2022,10,3.1,0,9.0
Oklahoma,2022-11-01,2022,11,2.9,0,9.0
Oklahoma,2022-12-01,2022,12,2.7,0,8.0
Oklahoma,2023-01-01,2023,1,3.2,0,8.0
Oklahoma,2023-02-01,2023,2,3.3,0,8.0
Oklahoma,2023-03-01,2023,3,2.9,4,12.0
Oklahoma,2023-04-01,2023,4,2.5,3,15.0
Oklahoma,2023-05-01,2023,5,3.1,0,15.0
Oklahoma,2023-06-01,2023,6,3.3,0,8.0
Oklahoma,2023-07-01,2023,7,3.2,25,33.0
Oklahoma,2023-08-01,2023,8,3.4,0,33.0
Oklahoma,2023-09-01,2023,9,3.4,0,32.0
Oklahoma,2023-10-01,2023,10,3.4,0,32.0
Oklahoma,2023-11-01,2023,11,3.2,0,32.0
Oklahoma,2023-12-01,2023,12,3.2,0,32.0
Oklahoma,2024-01-01,2024,1,3.6,0,32.0
Oklahoma,2024-02-01,2024,2,3.7,1,33.0
Oklahoma,2024-03-01,2024,3,3.2,0,29.0
Oklahoma,2024-04-01,2024,4,2.8,26,52.0
Oklahoma,2024-05-01,2024,5,3.3,0,52.0
Oklahoma,2024-06-01,2024,6,3.6,10,62.0
Oklahoma,2024-07-01,2024,7,3.6,1,38.0
Oklahoma,2024-08-01,2024,8,3.4,0,38.0
Oklahoma,2024-09-01,2024,9,3.1,0,38.0
Oklahoma,2024-10-01,2024,10,3.2,3,41.0
Oklahoma,2024-11-01,2024,11,3.2,0,41.0
Oklahoma,2024-12-01,2024,12,3.0,0,41.0
Oklahoma,2025-01-01,2025,1,3.5,0,41.0
Oklahoma,2025-02-01,2025,2,3.6,0,40.0
Oklahoma,2025-03-01,2025,3,3.1,28,68.0
Oklahoma,2025-04-01,2025,4,2.5,0,42.0
Oklahoma,2025-05-01,2025,5,2.9,7,49.0
Oklahoma,2025-06-01,2025,6,3.4,0,39.0
Oklahoma,2025-07-01,2025,7,3.2,0,38.0
Oklahoma,2025-08-01,2025,8,3.4,0,38.0
Oklahoma,2025-09-01,2025,9,3.5,0,38.0
Oregon,2006-01-01,2006,1,6.2,0,
Oregon,2006-02-01,2006,2,6.3,0,
Oregon,2006-03-01,2006,3,6.0,20,
Oregon,2006-04-01,2006,4,5.5,0,
Oregon,2006-05-01,2006,5,5.0,0,
Oregon,2006-06-01,2006,6,5.3,0,
Oregon,2006-07-01,2006,7,5.6,2,
Oregon,2006-08-01,2006,8,5.3,0,
Oregon,2006-09-01,2006,9,4.8,0,
Oregon,2006-10-01,2006,10,4.6,0,
Oregon,2006-11-01,2006,11,5.0,0,
Oregon,2006-12-01,2006,12,5.1,4,26.0
Oregon,2007-01-01,2007,1,6.0,0,26.0
Oregon,2007-02-01,2007,2,5.8,10,36.0
Oregon,2007-03-01,2007,3,5.6,0,16.0
Oregon,2007-04-01,2007,4,5.1,0,16.0
Oregon,2007-05-01,2007,5,4.6,0,16.0
Oregon,2007-06-01,2007,6,5.0,0,16.0
Oregon,2007-07-01,2007,7,5.4,1,15.0
Oregon,2007-08-01,2007,8,5.1,0,15.0
Oregon,2007-09-01,2007,9,4.8,1,16.0
Oregon,2007-10-01,2007,10,4.8,0,16.0
Oregon,2007-11-01,2007,11,4.9,0,16.0
Oregon,2007-12-01,2007,12,5.2,12,24.0
Oregon,2008-01-01,2008,1,5.9,0,24.0
Oregon,2008-02-01,2008,2,5.7,0,14.0
Oregon,2008-03-01,2008,3,5.7,0,14.0
Oregon,2008-04-01,2008,4,5.0,0,14.0
Oregon,2008-05-01,2008,5,5.1,0,14.0
Oregon,2008-06-01,2008,6,5.6,0,14.0
Oregon,2008-07-01,2008,7,6.3,0,13.0
Oregon,2008-08-01,2008,8,6.5,0,13.0
Oregon,2008-09-01,2008,9,6.3,1,13.0
Oregon,2008-10-01,2008,10,6.9,0,13.0
Oregon,2008-11-01,2008,11,7.6,0,13.0
Oregon,2008-12-01,2008,12,8.6,0,1.0
Oregon,2009-01-01,2009,1,10.5,0,1.0
Oregon,2009-02-01,2009,2,11.2,0,1.0
Oregon,2009-03-01,2009,3,11.7,10,11.0
Oregon,2009-04-01,2009,4,11.0,0,11.0
Oregon,2009-05-01,2009,5,10.7,0,11.0
Oregon,2009-06-01,2009,6,10.9,0,11.0
Oregon,2009-07-01,2009,7,10.8,0,11.0
Oregon,2009-08-01,2009,8,10.6,2,13.0
Oregon,2009-09-01,2009,9,10.0,1,13.0
Oregon,2009-10-01,2009,10,10.0,0,13.0
Oregon,2009-11-01,2009,11,9.9,0,13.0
Oregon,2009-12-01,2009,12,10.5,0,13.0
Oregon,2010-01-01,2010,1,11.6,0,13.0
Oregon,2010-02-01,2010,2,11.4,0,13.0
Oregon,2010-03-01,2010,3,11.6,0,3.0
Oregon,2010-04-01,2010,4,10.7,0,3.0
Oregon,2010-05-01,2010,5,10.2,0,3.0
Oregon,2010-06-01,2010,6,10.4,0,3.0
Oregon,2010-07-01,2010,7,10.7,0,3.0
Oregon,2010-08-01,2010,8,10.4,0,1.0
Oregon,2010-09-01,2010,9,10.0,0,0.0
Oregon,2010-10-01,2010,10,9.8,0,0.0
Oregon,2010-11-01,2010,11,10.2,0,0.0
Oregon,2010-12-01,2010,12,10.1,0,0.0
Oregon,2011-01-01,2011,1,10.8,0,0.0
Oregon,2011-02-01,2011,2,10.4,6,6.0
Oregon,2011-03-01,2011,3,10.0,3,9.0
Oregon,2011-04-01,2011,4,9.2,0,9.0
Oregon,2011-05-01,2011,5,9.0,0,9.0
Oregon,2011-06-01,2011,6,9.6,0,9.0
Oregon,2011-07-01,2011,7,9.7,0,9.0
Oregon,2011-08-01,2011,8,9.4,0,9.0
Oregon,2011-09-01,2011,9,9.0,0,9.0
Oregon,2011-10-01,2011,10,8.8,0,9.0
Oregon,2011-11-01,2011,11,8.5,0,9.0
Oregon,2011-12-01,2011,12,8.9,0,9.0
Oregon,2012-01-01,2012,1,9.7,0,9.0
Oregon,2012-02-01,2012,2,9.5,0,3.0
Oregon,2012-03-01,2012,3,9.3,12,12.0
Oregon,2012-04-01,2012,4,8.5,0,12.0
Oregon,2012-05-01,2012,5,8.4,0,12.0
Oregon,2012-06-01,2012,6,8.8,0,12.0
Oregon,2012-07-01,2012,7,9.1,0,12.0
Oregon,2012-08-01,2012,8,8.7,0,12.0
Oregon,2012-09-01,2012,9,7.9,0,12.0
Oregon,2012-10-01,2012,10,8.0,0,12.0
Oregon,2012-11-01,2012,11,8.0,0,12.0
Oregon,2012-12-01,2012,12,8.4,0,12.0
Oregon,2013-01-01,2013,1,9.5,0,12.0
Oregon,2013-02-01,2013,2,8.9,0,12.0
Oregon,2013-03-01,2013,3,8.5,0,0.0
Oregon,2013-04-01,2013,4,7.7,0,0.0
Oregon,2013-05-01,2013,5,7.5,0,0.0
Oregon,2013-06-01,2013,6,8.0,0,0.0
Oregon,2013-07-01,2013,7,8.0,3,3.0
Oregon,2013-08-01,2013,8,7.5,3,6.0
Oregon,2013-09-01,2013,9,6.9,0,6.0
Oregon,2013-10-01,2013,10,7.0,0,6.0
Oregon,2013-11-01,2013,11,6.7,0,6.0
Oregon,2013-12-01,2013,12,6.9,0,6.0
Oregon,2014-01-01,2014,1,7.8,0,6.0
Oregon,2014-02-01,2014,2,7.7,0,6.0
Oregon,2014-03-01,2014,3,7.7,0,6.0
Oregon,2014-04-01,2014,4,6.6,4,10.0
Oregon,2014-05-01,2014,5,6.4,0,10.0
Oregon,2014-06-01,2014,6,6.6,1,11.0
Oregon,2014-07-01,2014,7,7.0,1,9.0
Oregon,2014-08-01,2014,8,6.8,3,9.0
Oregon,2014-09-01,2014,9,6.0,1,10.0
Oregon,2014-10-01,2014,10,5.9,0,10.0
Oregon,2014-11-01,2014,11,5.9,0,10.0
Oregon,2014-12-01,2014,12,5.7,0,10.0
Oregon,2015-01-01,2015,1,6.5,0,10.0
Oregon,2015-02-01,2015,2,6.0,0,10.0
Oregon,2015-03-01,2015,3,6.0,0,10.0
Oregon,2015-04-01,2015,4,5.4,0,6.0
Oregon,2015-05-01,2015,5,5.4,0,6.0
Oregon,2015-06-01,2015,6,5.6,0,5.0
Oregon,2015-07-01,2015,7,5.9,1,5.0
Oregon,2015-08-01,2015,8,5.4,4,6.0
Oregon,2015-09-01,2015,9,5.0,1,6.0
Oregon,2015-10-01,2015,10,4.8,0,6.0
Oregon,2015-11-01,2015,11,4.8,0,6.0
Oregon,2015-12-01,2015,12,4.9,0,6.0
Oregon,2016-01-01,2016,1,5.4,0,6.0
Oregon,2016-02-01,2016,2,5.3,14,20.0
Oregon,2016-03-01,2016,3,5.3,0,20.0
Oregon,2016-04-01,2016,4,4.8,0,20.0
Oregon,2016-05-01,2016,5,4.5,0,20.0
Oregon,2016-06-01,2016,6,5.2,1,21.0
Oregon,2016-07-01,2016,7,5.3,0,20.0
Oregon,2016-08-01,2016,8,4.9,1,17.0
Oregon,2016-09-01,2016,9,4.4,0,16.0
Oregon,2016-10-01,2016,10,4.2,0,16.0
Oregon,2016-11-01,2016,11,3.9,0,16.0
Oregon,2016-12-01,2016,12,4.0,0,16.0
Oregon,2017-01-01,2017,1,4.7,2,18.0
Oregon,2017-02-01,2017,2,4.3,0,4.0
Oregon,2017-03-01,2017,3,4.3,0,4.0
Oregon,2017-04-01,2017,4,3.7,0,4.0
Oregon,2017-05-01,2017,5,3.6,0,4.0
Oregon,2017-06-01,2017,6,4.1,0,3.0
Oregon,2017-07-01,2017,7,4.4,0,3.0
Oregon,2017-08-01,2017,8,4.4,7,9.0
Oregon,2017-09-01,2017,9,3.9,2,11.0
Oregon,2017-10-01,2017,10,3.7,0,11.0
Oregon,2017-11-01,2017,11,3.6,0,11.0
Oregon,2017-12-01,2017,12,3.9,0,11.0
Oregon,2018-01-01,2018,1,4.7,0,9.0
Oregon,2018-02-01,2018,2,4.5,0,9.0
Oregon,2018-03-01,2018,3,4.4,0,9.0
Oregon,2018-04-01,2018,4,3.8,0,9.0
Oregon,2018-05-01,2018,5,3.4,0,9.0
Oregon,2018-06-01,2018,6,4.0,1,10.0
Oregon,2018-07-01,2018,7,4.2,4,14.0
Oregon,2018-08-01,2018,8,4.0,2,9.0
Oregon,2018-09-01,2018,9,3.7,1,8.0
Oregon,2018-10-01,2018,10,3.8,0,8.0
Oregon,2018-11-01,2018,11,3.7,0,8.0
Oregon,2018-12-01,2018,12,4.1,0,8.0
Oregon,2019-01-01,2019,1,4.9,0,8.0
Oregon,2019-02-01,2019,2,4.4,0,8.0
Oregon,2019-03-01,2019,3,4.5,0,8.0
Oregon,2019-04-01,2019,4,3.7,0,8.0
Oregon,2019-05-01,2019,5,3.3,5,13.0
Oregon,2019-06-01,2019,6,3.8,0,12.0
Oregon,2019-07-01,2019,7,4.1,7,15.0
Oregon,2019-08-01,2019,8,3.9,0,13.0
Oregon,2019-09-01,2019,9,3.2,0,12.0
Oregon,2019-10-01,2019,10,2.9,0,12.0
Oregon,2019-11-01,2019,11,2.8,0,12.0
Oregon,2019-12-01,2019,12,3.0,0,12.0
Oregon,2020-01-01,2020,1,4.1,0,12.0
Oregon,2020-02-01,2020,2,3.8,0,12.0
Oregon,2020-03-01,2020,3,4.6,83,95.0
Oregon,2020-04-01,2020,4,13.3,4,99.0
Oregon,2020-05-01,2020,5,11.7,0,94.0
Oregon,2020-06-01,2020,6,10.1,0,94.0
Oregon,2020-07-01,2020,7,9.7,0,87.0
Oregon,2020-08-01,2020,8,7.7,2,89.0
Oregon,2020-09-01,2020,9,7.3,50,139.0
Oregon,2020-10-01,2020,10,6.2,0,139.0
Oregon,2020-11-01,2020,11,5.9,0,139.0
Oregon,2020-12-01,2020,12,6.4,0,139.0
Oregon,2021-01-01,2021,1,7.1,0,139.0
Oregon,2021-02-01,2021,2,6.7,0,139.0
Oregon,2021-03-01,2021,3,6.6,0,56.0
Oregon,2021-04-01,2021,4,5.8,0,52.0
Oregon,2021-05-01,2021,5,5.3,7,59.0
Oregon,2021-06-01,2021,6,5.5,1,60.0
Oregon,2021-07-01,2021,7,5.2,2,62.0
Oregon,2021-08-01,2021,8,4.8,1,61.0
Oregon,2021-09-01,2021,9,4.2,0,11.0
Oregon,2021-10-01,2021,10,3.7,0,11.0
Oregon,2021-11-01,2021,11,3.6,0,11.0
Oregon,2021-12-01,2021,12,3.7,0,11.0
Oregon,2022-01-01,2022,1,4.6,0,11.0
Oregon,2022-02-01,2022,2,4.2,0,11.0
Oregon,2022-03-01,2022,3,4.1,0,11.0
Oregon,2022-04-01,2022,4,3.5,0,11.0
Oregon,2022-05-01,2022,5,3.3,0,4.0
Oregon,2022-06-01,2022,6,3.9,0,3.0
Oregon,2022-07-01,2022,7,4.1,0,1.0
Oregon,2022-08-01,2022,8,4.2,1,1.0
Oregon,2022-09-01,2022,9,3.8,1,2.0
Oregon,2022-10-01,2022,10,3.8,0,2.0
Oregon,2022-11-01,2022,11,3.9,0,2.0
Oregon,2022-12-01,2022,12,3.9,0,2.0
Oregon,2023-01-01,2023,1,4.5,1,3.0
Oregon,2023-02-01,2023,2,4.1,0,3.0
Oregon,2023-03-01,2023,3,3.8,0,3.0
Oregon,2023-04-01,2023,4,3.1,0,3.0
Oregon,2023-05-01,2023,5,3.3,0,3.0
Oregon,2023-06-01,2023,6,3.7,0,3.0
Oregon,2023-07-01,2023,7,3.9,1,4.0
Oregon,2023-08-01,2023,8,3.9,2,5.0
Oregon,2023-09-01,2023,9,3.6,0,4.0
Oregon,2023-10-01,2023,10,3.6,0,4.0
Oregon,2023-11-01,2023,11,3.6,0,4.0
Oregon,2023-12-01,2023,12,4.0,0,4.0
Oregon,2024-01-01,2024,1,4.7,0,3.0
Oregon,2024-02-01,2024,2,4.6,0,3.0
Oregon,2024-03-01,2024,3,4.4,0,3.0
Oregon,2024-04-01,2024,4,3.7,13,16.0
Oregon,2024-05-01,2024,5,3.6,0,16.0
Oregon,2024-06-01,2024,6,4.0,1,17.0
Oregon,2024-07-01,2024,7,4.6,12,28.0
Oregon,2024-08-01,2024,8,4.4,3,29.0
Oregon,2024-09-01,2024,9,3.9,4,33.0
Oregon,2024-10-01,2024,10,3.9,0,33.0
Oregon,2024-11-01,2024,11,4.0,0,33.0
Oregon,2024-12-01,2024,12,4.3,0,33.0
Oregon,2025-01-01,2025,1,5.3,5,38.0
Oregon,2025-02-01,2025,2,5.2,0,38.0
Oregon,2025-03-01,2025,3,5.2,0,38.0
Oregon,2025-04-01,2025,4,4.1,0,25.0
Oregon,2025-05-01,2025,5,4.5,0,25.0
Oregon,2025-06-01,2025,6,5.1,3,27.0
Oregon,2025-07-01,2025,7,5.4,5,20.0
Oregon,2025-08-01,2025,8,5.5,2,19.0
Oregon,2025-09-01,2025,9,5.3,0,15.0
Pennsylvania,2006-01-01,2006,1,5.3,0,
Pennsylvania,2006-02-01,2006,2,5.3,0,
Pennsylvania,2006-03-01,2006,3,4.9,0,
Pennsylvania,2006-04-01,2006,4,4.5,0,
Pennsylvania,2006-05-01,2006,5,4.6,0,
Pennsylvania,2006-06-01,2006,6,4.9,28,
Pennsylvania,2006-07-01,2006,7,5.1,0,
Pennsylvania,2006-08-01,2006,8,4.9,0,
Pennsylvania,2006-09-01,2006,9,4.3,0,
Pennsylvania,2006-10-01,2006,10,4.0,0,
Pennsylvania,2006-11-01,2006,11,4.3,0,
Pennsylvania,2006-12-01,2006,12,4.2,0,28.0
Pennsylvania,2007-01-01,2007,1,5.2,0,28.0
Pennsylvania,2007-02-01,2007,2,5.0,8,36.0
Pennsylvania,2007-03-01,2007,3,4.6,0,36.0
Pennsylvania,2007-04-01,2007,4,4.2,0,36.0
Pennsylvania,2007-05-01,2007,5,4.4,0,36.0
Pennsylvania,2007-06-01,2007,6,4.7,0,8.0
Pennsylvania,2007-07-01,2007,7,4.8,0,8.0
Pennsylvania,2007-08-01,2007,8,4.7,0,8.0
Pennsylvania,2007-09-01,2007,9,4.3,0,8.0
Pennsylvania,2007-10-01,2007,10,4.2,0,8.0
Pennsylvania,2007-11-01,2007,11,4.3,0,8.0
Pennsylvania,2007-12-01,2007,12,4.6,0,8.0
Pennsylvania,2008-01-01,2008,1,5.5,0,8.0
Pennsylvania,2008-02-01,2008,2,5.4,0,0.0
Pennsylvania,2008-03-01,2008,3,5.2,0,0.0
Pennsylvania,2008-04-01,2008,4,4.6,0,0.0
Pennsylvania,2008-05-01,2008,5,5.0,0,0.0
Pennsylvania,2008-06-01,2008,6,5.3,0,0.0
Pennsylvania,2008-07-01,2008,7,5.6,0,0.0
Pennsylvania,2008-08-01,2008,8,5.7,0,0.0
Pennsylvania,2008-09-01,2008,9,5.0,0,0.0
Pennsylvania,2008-10-01,2008,10,5.2,0,0.0
Pennsylvania,2008-11-01,2008,11,5.6,0,0.0
Pennsylvania,2008-12-01,2008,12,6.3,0,0.0
Pennsylvania,2009-01-01,2009,1,7.8,0,0.0
Pennsylvania,2009-02-01,2009,2,8.4,0,0.0
Pennsylvania,2009-03-01,2009,3,8.3,0,0.0
Pennsylvania,2009-04-01,2009,4,7.6,0,0.0
Pennsylvania,2009-05-01,2009,5,8.1,0,0.0
Pennsylvania,2009-06-01,2009,6,8.4,0,0.0
Pennsylvania,2009-07-01,2009,7,8.5,0,0.0
Pennsylvania,2009-08-01,2009,8,8.4,0,0.0
Pennsylvania,2009-09-01,2009,9,7.8,0,0.0
Pennsylvania,2009-10-01,2009,10,7.6,0,0.0
Pennsylvania,2009-11-01,2009,11,7.5,0,0.0
Pennsylvania,2009-12-01,2009,12,7.8,0,0.0
Pennsylvania,2010-01-01,2010,1,9.1,0,0.0
Pennsylvania,2010-02-01,2010,2,9.3,0,0.0
Pennsylvania,2010-03-01,2010,3,8.8,0,0.0
Pennsylvania,2010-04-01,2010,4,7.9,27,27.0
Pennsylvania,2010-05-01,2010,5,8.1,0,27.0
Pennsylvania,2010-06-01,2010,6,8.1,0,27.0
Pennsylvania,2010-07-01,2010,7,8.4,0,27.0
Pennsylvania,2010-08-01,2010,8,8.3,0,27.0
Pennsylvania,2010-09-01,2010,9,7.4,0,27.0
Pennsylvania,2010-10-01,2010,10,7.4,0,27.0
Pennsylvania,2010-11-01,2010,11,7.6,0,27.0
Pennsylvania,2010-12-01,2010,12,7.5,0,27.0
Pennsylvania,2011-01-01,2011,1,8.4,0,27.0
Pennsylvania,2011-02-01,2011,2,8.2,0,27.0
Pennsylvania,2011-03-01,2011,3,7.8,0,27.0
Pennsylvania,2011-04-01,2011,4,7.1,0,0.0
Pennsylvania,2011-05-01,2011,5,7.4,0,0.0
Pennsylvania,2011-06-01,2011,6,8.0,0,0.0
Pennsylvania,2011-07-01,2011,7,8.1,5,5.0
Pennsylvania,2011-08-01,2011,8,8.2,13,18.0
Pennsylvania,2011-09-01,2011,9,7.4,90,108.0
Pennsylvania,2011-10-01,2011,10,7.2,0,108.0
Pennsylvania,2011-11-01,2011,11,7.2,0,108.0
Pennsylvania,2011-12-01,2011,12,7.3,0,108.0
Pennsylvania,2012-01-01,2012,1,8.1,0,108.0
Pennsylvania,2012-02-01,2012,2,8.0,0,108.0
Pennsylvania,2012-03-01,2012,3,7.6,0,108.0
Pennsylvania,2012-04-01,2012,4,6.9,0,108.0
Pennsylvania,2012-05-01,2012,5,7.4,0,108.0
Pennsylvania,2012-06-01,2012,6,8.0,0,108.0
Pennsylvania,2012-07-01,2012,7,8.2,0,103.0
Pennsylvania,2012-08-01,2012,8,8.1,0,90.0
Pennsylvania,2012-09-01,2012,9,7.1,0,0.0
Pennsylvania,2012-10-01,2012,10,7.1,68,68.0
Pennsylvania,2012-11-01,2012,11,7.0,0,68.0
Pennsylvania,2012-12-01,2012,12,7.3,0,68.0
Pennsylvania,2013-01-01,2013,1,8.4,18,86.0
Pennsylvania,2013-02-01,2013,2,7.9,0,86.0
Pennsylvania,2013-03-01,2013,3,7.4,0,86.0
Pennsylvania,2013-04-01,2013,4,6.7,0,86.0
Pennsylvania,2013-05-01,2013,5,6.9,0,86.0
Pennsylvania,2013-06-01,2013,6,7.4,0,86.0
Pennsylvania,2013-07-01,2013,7,7.4,0,86.0
Pennsylvania,2013-08-01,2013,8,7.3,0,86.0
Pennsylvania,2013-09-01,2013,9,6.5,0,86.0
Pennsylvania,2013-10-01,2013,10,6.5,11,29.0
Pennsylvania,2013-11-01,2013,11,6.3,0,29.0
Pennsylvania,2013-12-01,2013,12,6.1,0,29.0
Pennsylvania,2014-01-01,2014,1,6.9,0,11.0
Pennsylvania,2014-02-01,2014,2,7.0,7,18.0
Pennsylvania,2014-03-01,2014,3,6.6,0,18.0
Pennsylvania,2014-04-01,2014,4,5.6,0,18.0
Pennsylvania,2014-05-01,2014,5,6.0,0,18.0
Pennsylvania,2014-06-01,2014,6,6.1,0,18.0
Pennsylvania,2014-07-01,2014,7,6.5,0,18.0
Pennsylvania,2014-08-01,2014,8,6.2,0,18.0
Pennsylvania,2014-09-01,2014,9,5.2,0,18.0
Pennsylvania,2014-10-01,2014,10,5.2,0,7.0
Pennsylvania,2014-11-01,2014,11,5.1,0,7.0
Pennsylvania,2014-12-01,2014,12,5.2,0,7.0
Pennsylvania,2015-01-01,2015,1,6.2,0,7.0
Pennsylvania,2015-02-01,2015,2,6.0,0,0.0
Pennsylvania,2015-03-01,2015,3,5.7,0,0.0
Pennsylvania,2015-04-01,2015,4,5.0,0,0.0
Pennsylvania,2015-05-01,2015,5,5.5,0,0.0
Pennsylvania,2015-06-01,2015,6,5.6,0,0.0
Pennsylvania,2015-07-01,2015,7,5.9,0,0.0
Pennsylvania,2015-08-01,2015,8,5.7,0,0.0
Pennsylvania,2015-09-01,2015,9,5.0,0,0.0
Pennsylvania,2015-10-01,2015,10,4.9,0,0.0
Pennsylvania,2015-11-01,2015,11,4.9,0,0.0
Pennsylvania,2015-12-01,2015,12,4.9,0,0.0
Pennsylvania,2016-01-01,2016,1,5.7,0,0.0
Pennsylvania,2016-02-01,2016,2,5.8,0,0.0
Pennsylvania,2016-03-01,2016,3,5.6,23,23.0
Pennsylvania,2016-04-01,2016,4,5.0,0,23.0
Pennsylvania,2016-05-01,2016,5,5.1,0,23.0
Pennsylvania,2016-06-01,2016,6,5.5,0,23.0
Pennsylvania,2016-07-01,2016,7,5.8,0,23.0
Pennsylvania,2016-08-01,2016,8,5.8,0,23.0
Pennsylvania,2016-09-01,2016,9,5.1,0,23.0
Pennsylvania,2016-10-01,2016,10,5.0,0,23.0
Pennsylvania,2016-11-01,2016,11,4.7,0,23.0
Pennsylvania,2016-12-01,2016,12,4.8,4,27.0
Pennsylvania,2017-01-01,2017,1,5.7,0,27.0
Pennsylvania,2017-02-01,2017,2,5.6,0,27.0
Pennsylvania,2017-03-01,2017,3,5.2,0,4.0
Pennsylvania,2017-04-01,2017,4,4.6,0,4.0
Pennsylvania,2017-05-01,2017,5,4.7,0,4.0
Pennsylvania,2017-06-01,2017,6,5.0,0,4.0
Pennsylvania,2017-07-01,2017,7,5.4,0,4.0
Pennsylvania,2017-08-01,2017,8,5.5,0,4.0
Pennsylvania,2017-09-01,2017,9,4.5,0,4.0
Pennsylvania,2017-10-01,2017,10,4.4,0,4.0
Pennsylvania,2017-11-01,2017,11,4.5,0,4.0
Pennsylvania,2017-12-01,2017,12,4.5,0,0.0
Pennsylvania,2018-01-01,2018,1,5.2,0,0.0
Pennsylvania,2018-02-01,2018,2,5.2,0,0.0
Pennsylvania,2018-03-01,2018,3,4.7,0,0.0
Pennsylvania,2018-04-01,2018,4,4.1,0,0.0
Pennsylvania,2018-05-01,2018,5,4.0,0,0.0
Pennsylvania,2018-06-01,2018,6,4.6,0,0.0
Pennsylvania,2018-07-01,2018,7,4.8,0,0.0
Pennsylvania,2018-08-01,2018,8,4.8,0,0.0
Pennsylvania,2018-09-01,2018,9,3.9,0,0.0
Pennsylvania,2018-10-01,2018,10,3.9,0,0.0
Pennsylvania,2018-11-01,2018,11,3.7,11,11.0
Pennsylvania,2018-12-01,2018,12,4.0,0,11.0
Pennsylvania,2019-01-01,2019,1,4.8,0,11.0
Pennsylvania,2019-02-01,2019,2,4.7,0,11.0
Pennsylvania,2019-03-01,2019,3,4.5,0,11.0
Pennsylvania,2019-04-01,2019,4,3.7,0,11.0
Pennsylvania,2019-05-01,2019,5,4.0,0,11.0
Pennsylvania,2019-06-01,2019,6,4.4,0,11.0
Pennsylvania,2019-07-01,2019,7,4.8,0,11.0
Pennsylvania,2019-08-01,2019,8,4.9,0,11.0
Pennsylvania,2019-09-01,2019,9,3.9,0,11.0
Pennsylvania,2019-10-01,2019,10,4.0,0,11.0
Pennsylvania,2019-11-01,2019,11,3.9,0,0.0
Pennsylvania,2019-12-01,2019,12,4.1,0,0.0
Pennsylvania,2020-01-01,2020,1,4.7,0,0.0
Pennsylvania,2020-02-01,2020,2,4.6,0,0.0
Pennsylvania,2020-03-01,2020,3,5.3,134,134.0
Pennsylvania,2020-04-01,2020,4,15.1,0,134.0
Pennsylvania,2020-05-01,2020,5,13.0,0,134.0
Pennsylvania,2020-06-01,2020,6,11.9,0,134.0
Pennsylvania,2020-07-01,2020,7,11.2,0,134.0
Pennsylvania,2020-08-01,2020,8,9.4,0,134.0
Pennsylvania,2020-09-01,2020,9,8.5,0,134.0
Pennsylvania,2020-10-01,2020,10,7.4,0,134.0
Pennsylvania,2020-11-01,2020,11,7.3,0,134.0
Pennsylvania,2020-12-01,2020,12,7.8,0,134.0
Pennsylvania,2021-01-01,2021,1,7.5,0,134.0
Pennsylvania,2021-02-01,2021,2,7.3,0,134.0
